,Unnamed: 0,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
300,300,Cybersecurity Essentials,Charles J. Brooks,4.7 out of 5,313 ratings,$23.49,$11.75,Certification,"ASIN : 1119362393
Publisher : Sybex; 1st edition (September 20, 2018)
Language : English
Paperback : 784 pages
ISBN-10 : 9781119362395
ISBN-13 : 978-1119362395
Item Weight : 2.25 pounds
Dimensions : 7.4 x 1.9 x 9.2 inches",,Na,Na,Na
301,301,Computers Made Easy: From Dummy To Geek,James Bernstein,4.2 out of 5,91 ratings,$14.99,Na,Operating Systems,"ASIN : B084DFQT25
Publisher : Independently published (February 3, 2020)
Language : English
Paperback : 263 pages
ISBN-13 : 979-8608506109
Item Weight : 1.02 pounds
Dimensions : 7 x 0.6 x 10 inches",Na,Na,Na,Book 1 of 9: Computers Made Easy
302,302,Word For Dummies (For Dummies (Computer/Tech)),Dan Gookin,4 out of 5,38 ratings,$19.49,Na,Software,"Publisher : For Dummies; 1st edition (December 10, 2021)
Language : English
Paperback : 416 pages
ISBN-10 : 1119829178
ISBN-13 : 978-1119829171
Item Weight : 1.2 pounds
Dimensions : 7.38 x 0.94 x 9.25 inches",Na,Na,Na,Na
303,303,Probabilistic Machine Learning: Advanced Topics (Adaptive Computation and Machine Learning series),Kevin P. Murphy,Na,Na,$150.00,Na,Computer Science,"Publisher : The MIT Press (August 15, 2023)
Language : English
Hardcover : 1360 pages
ISBN-10 : 0262048434
ISBN-13 : 978-0262048439
Item Weight : 1.25 pounds",Na,Na,Na,Part of: Adaptive Computation and Machine Learning (13 books)
304,304,Embedded Systems with ARM Cortex-M Microcontrollers in Assembly Language and C: Third Edition,Yifeng Zhu,4.3 out of 5,151 ratings,$69.50,$41.70,Hardware & DIY,"Publisher : E-Man Press LLC (July 1, 2017)
Language : English
Paperback : 738 pages
ISBN-10 : 0982692668
ISBN-13 : 978-0982692660
Item Weight : 2.85 pounds
Dimensions : 7.44 x 1.47 x 9.69 inches",,Na,Na,Na
305,305,Macs All-in-One For Dummies (For Dummies (Computer/Tech)),Joe Hutsko,4.4 out of 5,184 ratings,Na,Na,Hardware & DIY,"Publisher : For Dummies; 5th edition (January 9, 2020)
Language : English
Paperback : 800 pages
ISBN-10 : 1119607981
ISBN-13 : 978-1119607984
Item Weight : 2.25 pounds
Dimensions : 7.5 x 1.5 x 9 inches",Na,Na,Na,Na
306,306,Kali Linux Penetration Testing Bible,Gus Khawaja,4.7 out of 5,191 ratings,$33.79,Na,Operating Systems,"Publisher : Wiley; 1st edition (May 14, 2021)
Language : English
Paperback : 512 pages
ISBN-10 : 1119719089
ISBN-13 : 978-1119719083
Item Weight : 2.1 pounds
Dimensions : 7.38 x 1.16 x 9.25 inches",,Na,Na,Na
307,307,"SQL Practice Problems: 57 beginning, intermediate, and advanced challenges for you to solve using a “learn-by-doing” approach",Sylvia Moestl Vasilik,4.4 out of 5,499 ratings,$19.49,Na,Databases & Big Data,"Publisher : Independently published (March 13, 2017)
Language : English
Paperback : 125 pages
ISBN-10 : 1520807635
ISBN-13 : 978-1520807638
Item Weight : 9.6 ounces
Dimensions : 7.5 x 0.32 x 9.25 inches",,Na,Na,Na
308,308,The Software Architect Elevator: Redefining the Architect's Role in the Digital Enterprise,Gregor Hohpe,4.7 out of 5,265 ratings,$50.61,Na,Programming,"Publisher : O'Reilly Media; 1st edition (May 5, 2020)
Language : English
Paperback : 368 pages
ISBN-10 : 1492077542
ISBN-13 : 978-1492077541
Item Weight : 1.08 pounds
Dimensions : 6 x 0.76 x 9 inches",Na,Na,Na,Na
309,309,Commercial Design Using Autodesk Revit 2022,Daniel John Stine,4.7 out of 5,13 ratings,$78.00,Na,Architecture,"Publisher : SDC Publications; 1st edition (June 23, 2021)
Language : English
Paperback : 624 pages
ISBN-10 : 1630574473
ISBN-13 : 978-1630574475
Item Weight : 3.07 pounds
Dimensions : 11.02 x 1.38 x 8.54 inches",,Na,Na,Na
310,310,Security+ Practice Tests (SY0-601): Prepare for the SY0-601 Exam with CertMike,Mike Chapple,4.6 out of 5,208 ratings,Na,Na,Certification,"ASIN : B08GBPKDV4
Publication date : August 18, 2020
Language : English
File size : 20201 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 378 pages",Na,Na,Na,Na
311,311,Raspberry Pi For Dummies (For Dummies (Computer/Tech)),Sean McManus,4.3 out of 5,81 ratings,$18.99,Na,Programming,"Publisher : For Dummies; 4th edition (August 6, 2021)
Language : English
Paperback : 506 pages
ISBN-10 : 1119796822
ISBN-13 : 978-1119796824
Item Weight : 1.55 pounds
Dimensions : 7.38 x 1.14 x 9.25 inches",Na,Na,Na,Na
312,312,Digital Photography: A Basic Manual,Henry Horenstein,4.5 out of 5,328 ratings,$30.00,Na,Photography & Video,"Publisher : Little, Brown and Company; Illustrated edition (November 2, 2011)
Language : English
Paperback : 240 pages
ISBN-10 : 0316020745
ISBN-13 : 978-0316020749
Item Weight : 1.69 pounds
Dimensions : 8.13 x 0.75 x 9.38 inches",Na,Na,Na,Na
313,313,AutoCAD 2022 Instructor,James A. Leach,4.7 out of 5,34 ratings,$90.00,Na,Graphics & Design,"Publisher : SDC Publications; 1st edition (October 4, 2021)
Language : English
Paperback : 1300 pages
ISBN-10 : 1630574201
ISBN-13 : 978-1630574208
Item Weight : 5.42 pounds
Dimensions : 11.06 x 1.69 x 8.43 inches",Na,Na,Na,Na
314,314,"Windows Internals, Part 2 (Developer Reference)",Andrea Allievi,4.8 out of 5,98 ratings,$50.99,$25.51,Operating Systems,"Publisher : Microsoft Press; 7th edition (October 1, 2021)
Language : English
Paperback : 912 pages
ISBN-10 : 0135462401
ISBN-13 : 978-0135462409
Item Weight : 3.53 pounds
Dimensions : 7.3 x 2 x 9.1 inches",,Na,Na,Book 2 of 2: Developer Reference Windows Internals
315,315,Official (ISC)2® Guide to the CAP® CBK® ((ISC)2 Press),Patrick D. Howard,4.4 out of 5,145 ratings,$82.74,$34.05,Economics,"Publisher : Auerbach Publications; 2nd edition (July 18, 2012)
Language : English
Hardcover : 462 pages
ISBN-10 : 1439820759
ISBN-13 : 978-1439820759
Item Weight : 2.1 pounds
Dimensions : 7 x 1.1 x 10 inches",,Na,Na,Na
316,316,Designing Interfaces: Patterns for Effective Interaction Design,Jenifer Tidwell,4.7 out of 5,138 ratings,$30.44,Na,Programming,"Publisher : O'Reilly Media; 3rd edition (February 18, 2020)
Language : English
Paperback : 599 pages
ISBN-10 : 1492051969
ISBN-13 : 978-1492051961
Item Weight : 2.4 pounds
Dimensions : 6.9 x 0.9 x 9.1 inches",,Na,Na,Na
317,317,SQL Pocket Guide: A Guide to SQL Usage,Alice Zhao,4.7 out of 5,127 ratings,$28.49,Na,Databases & Big Data,"Publisher : O'Reilly Media; 4th edition (September 21, 2021)
Language : English
Paperback : 356 pages
ISBN-10 : 1492090409
ISBN-13 : 978-1492090403
Item Weight : 9.3 ounces
Dimensions : 4.25 x 0.75 x 7 inches",Na,Na,Na,Na
318,318,Impractical Python Projects: Playful Programming Activities to Make You Smarter,Lee Vaughan,4.7 out of 5,305 ratings,$18.99,Na,Programming,"Publisher : No Starch Press; Illustrated edition (November 27, 2018)
Language : English
Paperback : 424 pages
ISBN-10 : 159327890X
ISBN-13 : 978-1593278908
Item Weight : 1.75 pounds
Dimensions : 7.06 x 0.96 x 9.25 inches",Na,Na,Na,Na
319,319,Django for Beginners: Build Websites with Python and Django (Welcome to Django),William S. Vincent,4.5 out of 5,406 ratings,$39.00,Na,Web Development & Design,"Publisher : WelcomeToCode (August 10, 2020)
Language : English
Paperback : 317 pages
ISBN-10 : 1735467200
ISBN-13 : 978-1735467207
Item Weight : 1.21 pounds
Dimensions : 7.5 x 0.72 x 9.25 inches",Na,Na,Na,Book 1 of 3: Welcome to Django
320,320,Cisco Certified DevNet Associate DEVASC 200-901 Official Cert Guide,Chris Jackson,4.7 out of 5,182 ratings,$38.52,Na,Certification,"Publisher : Cisco Press; 1st edition (September 22, 2020)
Language : English
Hardcover : 600 pages
ISBN-10 : 0136642969
ISBN-13 : 978-0136642961
Item Weight : 2.72 pounds
Dimensions : 7.85 x 1.6 x 9.45 inches",Na,Na,Na,Part of: Official Cert Guide (24 books)
321,321,"Windows PowerShell in 24 Hours, Sams Teach Yourself",Timothy Warner,4.4 out of 5,62 ratings,$39.99,Na,Operating Systems,"Publisher : Sams Publishing; 1st edition (May 2, 2015)
Language : English
Paperback : 528 pages
ISBN-10 : 0672337282
ISBN-13 : 978-0672337284
Item Weight : 1.86 pounds
Dimensions : 7 x 1.3 x 9 inches",Na,Na,Na,Part of: Sams Teach Yourself (142 books)
322,322,Cybersecurity: The Beginner's Guide: A comprehensive guide to getting started in cybersecurity,Dr. Erdal Ozkaya,4.5 out of 5,209 ratings,$30.99,Na,Networking & Cloud Computing,"Publisher : Packt Publishing (May 27, 2019)
Language : English
Paperback : 396 pages
ISBN-10 : 1789616190
ISBN-13 : 978-1789616194
Item Weight : 1.49 pounds
Dimensions : 7.5 x 0.9 x 9.25 inches",Na,Na,Na,Na
323,323,Text as Data: A New Framework for Machine Learning and the Social Sciences,Justin Grimmer,4.6 out of 5,27 ratings,$39.95,Na,Databases & Big Data,"Publisher : Princeton University Press (March 29, 2022)
Language : English
Paperback : 360 pages
ISBN-10 : 0691207550
ISBN-13 : 978-0691207551
Item Weight : 1.55 pounds
Dimensions : 7 x 1 x 10 inches",Na,Na,Na,Na
324,324,"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",Fabrizio Romano,4.3 out of 5,53 ratings,$37.11,Na,Programming,"Publisher : Packt Publishing; 3rd ed. edition (October 29, 2021)
Language : English
Paperback : 552 pages
ISBN-10 : 1801815097
ISBN-13 : 978-1801815093
Item Weight : 2.07 pounds
Dimensions : 7.5 x 1.25 x 9.25 inches",,Na,Na,Na
325,325,"R in Action, Third Edition: Data analysis and graphics with R and Tidyverse",Robert I. Kabacoff,4.4 out of 5,16 ratings,$59.99,Na,Mathematics,"Publisher : Manning; 3rd edition (May 3, 2022)
Language : English
Paperback : 656 pages
ISBN-10 : 1617296058
ISBN-13 : 978-1617296055
Item Weight : 2.62 pounds
Dimensions : 7.38 x 1.5 x 9.25 inches",Na,Na,Na,Na
326,326,"Mastering Embedded Linux Programming: Create fast and reliable embedded solutions with Linux 5.4 and the Yocto Project 3.1 (Dunfell), 3rd Edition",Frank Vasquez,4.6 out of 5,67 ratings,$49.39,Na,Hardware & DIY,"Publisher : Packt Publishing; 3rd ed. edition (May 14, 2021)
Language : English
Paperback : 758 pages
ISBN-10 : 1789530385
ISBN-13 : 978-1789530384
Item Weight : 2.82 pounds
Dimensions : 7.5 x 1.71 x 9.25 inches",Na,Na,Na,Na
327,327,Microsoft Excel Pivot Table Data Crunching (Office 2021 and Microsoft 365) (Business Skills),Bill Jelen,4.9 out of 5,23 ratings,$37.99,Na,Software,"Publisher : Microsoft Press; 1st edition (December 17, 2021)
Language : English
Paperback : 544 pages
ISBN-10 : 0137521839
ISBN-13 : 978-0137521838
Item Weight : 2.25 pounds
Dimensions : 7.38 x 1.23 x 9.13 inches",Na,Na,Na,Na
328,328,"Front-End Back-End Development with HTML, CSS, JavaScript, jQuery, PHP, and MySQL",Jon Duckett,4.6 out of 5,59 ratings,$100.11,Na,Web Development & Design,"Publisher : Wiley; 1st edition (April 19, 2022)
Language : English
ISBN-10 : 1119813085
ISBN-13 : 978-1119813088
Item Weight : 10.15 pounds
Dimensions : 7.8 x 4.5 x 9.5 inches",Na,Na,Na,Na
329,329,Android Phones for Seniors in easy steps,Nick Vandome,4.3 out of 5,38 ratings,$15.49,Na,"Mobile Phones, Tablets & E-Readers","Publisher : In Easy Steps Limited; 3rd edition (March 15, 2022)
Language : English
Paperback : 192 pages
ISBN-10 : 1840789425
ISBN-13 : 978-1840789423
Item Weight : 1.06 pounds
Dimensions : 7.38 x 0.39 x 8.88 inches",Na,Na,Na,Part of: In Easy Steps (204 books)
330,330,"Sketchnote Handbook, The: the illustrated guide to visual note taking",Mike Rohde,4.5 out of 5,670 ratings,$32.49,Na,Arts & Literature,"Publisher : Peachpit Press; 1st edition (December 3, 2012)
Language : English
Paperback : 224 pages
ISBN-10 : 0321857895
ISBN-13 : 978-0321857897
Item Weight : 1.24 pounds
Dimensions : 7 x 0.85 x 8.95 inches",,Na,Na,Na
331,331,Pro C# 10 with .NET 6: Foundational Principles and Practices in Programming,Andrew Troelsen,4.3 out of 5,18 ratings,$40.28,Na,Programming,"Publisher : Apress; 11st ed. edition (July 31, 2022)
Language : English
Paperback : 1705 pages
ISBN-10 : 1484278682
ISBN-13 : 978-1484278680
Item Weight : 5.6 pounds
Dimensions : 6.69 x 1.73 x 9.76 inches",Na,Na,Na,Na
332,332,Excel Power Pivot & Power Query For Dummies,Michael Alexander,4.4 out of 5,31 ratings,$25.49,Na,Software,"Publisher : For Dummies; 2nd edition (February 11, 2022)
Language : English
Paperback : 288 pages
ISBN-10 : 1119844487
ISBN-13 : 978-1119844488
Item Weight : 13.6 ounces
Dimensions : 7.38 x 0.65 x 9.25 inches",Na,Na,Na,Na
333,333,"Mastering PowerShell Scripting: Automate and manage your environment using PowerShell 7.1, 4th Edition",Chris Dent,4.6 out of 5,89 ratings,$44.19,Na,Networking & Cloud Computing,"Publisher : Packt Publishing; 4th ed. edition (June 29, 2021)
Language : English
Paperback : 788 pages
ISBN-10 : 1800206542
ISBN-13 : 978-1800206540
Item Weight : 2.93 pounds
Dimensions : 7.5 x 1.78 x 9.25 inches",Na,Na,Na,Na
334,334,MOS Study Guide for Microsoft Excel Exam MO-200,Joan Lambert,4.4 out of 5,111 ratings,$24.99,Na,Software,"Publisher : Microsoft Press; 1st edition (April 16, 2020)
Language : English
Paperback : 192 pages
ISBN-10 : 0136627153
ISBN-13 : 978-0136627159
Item Weight : 11.3 ounces
Dimensions : 7.38 x 0.4 x 9.13 inches",Na,Na,Na,Part of: MOS Study Guide (21 books)
335,335,PowerShell Cookbook: Your Complete Guide to Scripting the Ubiquitous Object-Based Shell,Lee Holmes,4.6 out of 5,104 ratings,$43.99,$22.01,Networking & Cloud Computing,"Publisher : O'Reilly Media; 4th edition (July 6, 2021)
Language : English
Paperback : 1002 pages
ISBN-10 : 109810160X
ISBN-13 : 978-1098101602
Item Weight : 3.44 pounds
Dimensions : 7 x 1.97 x 9.19 inches",,Na,Na,Na
336,336,Real-World Cryptography,David Wong,4.7 out of 5,50 ratings,$47.99,Na,Networking & Cloud Computing,"Publisher : Manning (October 12, 2021)
Language : English
Paperback : 400 pages
ISBN-10 : 1617296716
ISBN-13 : 978-1617296710
Item Weight : 1.63 pounds
Dimensions : 7.38 x 0.8 x 9.25 inches",Na,Na,Na,Na
337,337,High Performance Python: Practical Performant Programming for Humans,Micha Gorelick,4.7 out of 5,149 ratings,$32.99,Na,Programming,"Publisher : O'Reilly Media; 2nd edition (June 9, 2020)
Language : English
Paperback : 466 pages
ISBN-10 : 1492055026
ISBN-13 : 978-1492055020
Item Weight : 2.21 pounds
Dimensions : 7 x 1.27 x 9.19 inches",Na,Na,Na,Na
338,338,Designing Games: A Guide to Engineering Experiences,Tynan Sylvester,4.8 out of 5,181 ratings,$41.99,Na,Computer Science,"ASIN : 1449337937
Publisher : O'Reilly Media; 1st edition (March 26, 2013)
Language : English
Paperback : 413 pages
ISBN-10 : 9781449337933
ISBN-13 : 978-1449337933
Item Weight : 1.23 pounds
Dimensions : 6 x 0.88 x 9 inches",,Na,Na,Na
339,339,Android Smartphones For Seniors For Dummies (For Dummies (Computer/Tech)),Marsha Collier,4.1 out of 5,84 ratings,$22.99,Na,"Mobile Phones, Tablets & E-Readers","Publisher : For Dummies; 1st edition (November 24, 2021)
Language : English
Paperback : 336 pages
ISBN-10 : 1119828481
ISBN-13 : 978-1119828488
Item Weight : 1.6 pounds
Dimensions : 7.3 x 0.9 x 9.1 inches",Na,Na,Na,Na
340,340,User Stories Applied: For Agile Software Development,Mike Cohn,4.5 out of 5,480 ratings,$50.99,Na,Programming,"Publisher : Addison-Wesley Professional; 1st edition (March 1, 2004)
Language : English
Paperback : 304 pages
ISBN-10 : 0321205685
ISBN-13 : 978-0321205681
Item Weight : 1.1 pounds
Dimensions : 7 x 0.65 x 9.25 inches",,Na,Na,Part of: Addison-Wesley Signature Series (Beck) (6 books)
341,341,Righting Software,Juval Löwy,4.4 out of 5,143 ratings,$49.99,Na,Programming,"Publisher : Addison-Wesley Professional; 1st edition (December 10, 2019)
Language : English
Paperback : 480 pages
ISBN-10 : 0136524036
ISBN-13 : 978-0136524038
Item Weight : 1.31 pounds
Dimensions : 7 x 0.9 x 9 inches",,Na,Na,Na
342,342,Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,4.2 out of 5,109 ratings,$61.79,Na,Computer Science,"ASIN : 1493938436
Publisher : Springer; Softcover reprint of the original 1st ed. 2006 edition (August 23, 2016)
Language : English
Paperback : 758 pages
ISBN-10 : 0241973376
ISBN-13 : 978-1493938438
Item Weight : 4.24 pounds
Dimensions : 7 x 1.51 x 10 inches",Na,Na,Na,Part of: Information Science and Statistics (19 books)
343,343,Salesforce For Dummies (For Dummies (Computers)),Liz Kao,4.3 out of 5,245 ratings,$19.89,Na,Software,"Publisher : For Dummies; 7th edition (December 12, 2019)
Language : English
Paperback : 416 pages
ISBN-10 : 1119576326
ISBN-13 : 978-1119576327
Item Weight : 1.67 pounds
Dimensions : 7.3 x 1 x 9.2 inches",Na,Na,Na,Na
344,344,Deep Learning (The MIT Press Essential Knowledge series),John D. Kelleher,4.5 out of 5,322 ratings,$13.99,Na,Computer Science,"Publisher : The MIT Press; Illustrated edition (September 10, 2019)
Language : English
Paperback : 296 pages
ISBN-10 : 0262537559
ISBN-13 : 978-0262537551
Item Weight : 9.3 ounces
Dimensions : 5.06 x 0.74 x 6.94 inches",Na,Na,Na,Part of: The MIT Press Essential Knowledge (94 books)
345,345,Implementing Domain-Driven Design,Vaughn Vernon,4.5 out of 5,454 ratings,$57.99,Na,Programming,"ASIN : 0321834577
Publisher : Addison-Wesley Professional; 1st edition (February 6, 2013)
Language : English
Hardcover : 656 pages
ISBN-10 : 9780321834577
ISBN-13 : 978-0321834577
Item Weight : 2.73 pounds
Dimensions : 7.2 x 1.6 x 9.3 inches",,Na,Na,Na
346,346,Data Structures and Algorithms in Python,Roberto Tamassia,4.3 out of 5,241 ratings,$102.52,$46.56,Programming,"Publisher : Wiley; 1st edition (March 18, 2013)
Language : English
Hardcover : 768 pages
ISBN-10 : 1118290275
ISBN-13 : 978-1118290279
Item Weight : 2.55 pounds
Dimensions : 7.8 x 1.4 x 9.4 inches",,Na,Na,Na
347,347,Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples,Jeremy Kubica,5 out of 5,4 ratings,$34.99,Na,Databases & Big Data,"Publisher : No Starch Press (November 8, 2022)
Language : English
Paperback : 304 pages
ISBN-10 : 1718502605
ISBN-13 : 978-1718502604
Item Weight : 13 ounces
Dimensions : 7 x 0.7 x 9.2 inches",Na,Na,Na,Na
348,348,WordPress For Dummies (For Dummies (Computer/Tech)),Lisa Sabin-Wilson,4.2 out of 5,104 ratings,$21.49,Na,Web Development & Design,"Publisher : For Dummies; 9th edition (January 7, 2021)
Language : English
Paperback : 480 pages
ISBN-10 : 1119696976
ISBN-13 : 978-1119696971
Item Weight : 2.04 pounds
Dimensions : 7.3 x 1.3 x 9.2 inches",Na,Na,Na,Na
349,349,"Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries, 4th Edition",Steven F. Lott,4.3 out of 5,77 ratings,$38.24,Na,Programming,"Publisher : Packt Publishing; 4th ed. edition (July 2, 2021)
Language : English
Paperback : 714 pages
ISBN-10 : 1801077266
ISBN-13 : 978-1801077262
Item Weight : 2.66 pounds
Dimensions : 7.5 x 1.61 x 9.25 inches",Na,Na,Na,Na
350,350,iPad For Seniors For Dummies (For Dummies (Computer/Tech)),Dwight Spivey,4.1 out of 5,42 ratings,$20.49,Na,"Mobile Phones, Tablets & E-Readers","Publisher : For Dummies; 13th edition (April 5, 2022)
Language : English
Paperback : 448 pages
ISBN-10 : 1119863236
ISBN-13 : 978-1119863236
Item Weight : 1.6 pounds
Dimensions : 7.4 x 1.1 x 9.2 inches",Na,Na,Na,Na
351,351,Parametric Modeling with SOLIDWORKS 2022,Randy H. Shih,4.7 out of 5,4 ratings,$82.00,Na,Programming,"Publisher : SDC Publications; 1st edition (July 12, 2022)
Language : English
Paperback : 600 pages
ISBN-10 : 1630574635
ISBN-13 : 978-1630574635
Item Weight : 3.09 pounds
Dimensions : 11.18 x 1.38 x 8.58 inches",,Na,Na,Na
352,352,"Build Your Own Programming Language: A programmer's guide to designing compilers, interpreters, and DSLs for solving modern computing problems",Clinton L. Jeffery,4.5 out of 5,46 ratings,$34.25,Na,Programming,"Publisher : Packt Publishing (December 31, 2021)
Language : English
Paperback : 494 pages
ISBN-10 : 1800204809
ISBN-13 : 978-1800204805
Item Weight : 1.86 pounds
Dimensions : 7.5 x 1.12 x 9.25 inches",Na,Na,Na,Na
353,353,Small Signal Audio Design,Douglas Self,4.7 out of 5,86 ratings,$99.95,Na,Engineering,"Publisher : Focal Press; 3rd edition (April 22, 2020)
Language : English
Paperback : 784 pages
ISBN-10 : 0367468956
ISBN-13 : 978-0367468958
Item Weight : 3.95 pounds
Dimensions : 7.52 x 1.77 x 9.25 inches",Na,Na,Na,Na
354,354,Choose your WoW - Second Edition: A Disciplined Agile Approach to Optimizing Your Way of Working,Mark Lines,4.4 out of 5,51 ratings,$19.95,Na,Management & Leadership,"Publisher : Project Management Institute; Second edition (February 1, 2022)
Language : English
Paperback : 125 pages
ISBN-10 : 1628257547
ISBN-13 : 978-1628257540
Item Weight : 15.4 ounces
Dimensions : 8.75 x 0.4 x 10.75 inches",Na,Na,Na,Na
355,355,"Data Governance: How to Design, Deploy, and Sustain an Effective Data Governance Program",John Ladley,4.5 out of 5,104 ratings,$44.96,Na,Software,"Publisher : Academic Press; 2nd edition (November 22, 2019)
Language : English
Paperback : 350 pages
ISBN-10 : 012815831X
ISBN-13 : 978-0128158319
Item Weight : 1.46 pounds
Dimensions : 7.52 x 0.79 x 9.25 inches",Na,Na,Na,Na
356,356,Release It!: Design and Deploy Production-Ready Software,Michael T. Nygard,4.7 out of 5,284 ratings,$30.99,Na,Networking & Cloud Computing,"ASIN : 1680502395
Publisher : Pragmatic Bookshelf; 2nd edition (January 30, 2018)
Language : English
Paperback : 378 pages
ISBN-10 : 9781680502398
ISBN-13 : 978-1680502398
Item Weight : 1.27 pounds
Dimensions : 7.5 x 0.78 x 9.25 inches",Na,Na,Na,Na
357,357,"Mastering Microsoft Endpoint Manager: Deploy and manage Windows 10, Windows 11, and Windows 365 on both physical and cloud PCs",Christiaan Brinkhoff,4.7 out of 5,98 ratings,$40.63,Na,Operating Systems,"Publisher : Packt Publishing (October 7, 2021)
Language : English
Paperback : 666 pages
ISBN-10 : 1801078998
ISBN-13 : 978-1801078993
Item Weight : 2.49 pounds
Dimensions : 7.5 x 1.5 x 9.25 inches",Na,Na,Na,Na
358,358,Great Demo!: How To Create And Execute Stunning Software Demonstrations,Peter Cohan,4.5 out of 5,194 ratings,$20.49,Na,Skills,"Publisher : iUniverse; 2nd edition (April 5, 2005)
Language : English
Paperback : 308 pages
ISBN-10 : 059534559X
ISBN-13 : 978-0595345595
Item Weight : 1.02 pounds
Dimensions : 6 x 0.77 x 9 inches",,Na,Na,Na
359,359,Information Architecture: For the Web and Beyond,Louis Rosenfeld,4.5 out of 5,272 ratings,$51.12,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 4th edition (November 10, 2015)
Language : English
Paperback : 483 pages
ISBN-10 : 1491911689
ISBN-13 : 978-1491911686
Item Weight : 1.55 pounds
Dimensions : 6 x 0.98 x 9 inches",,Na,Na,Na
360,360,"This is Learning Experience Design: What it is, how it works, and why it matters. (Voices That Matter)",Niels Floor,Na,Na,$39.99,Na,Graphics & Design,"Publisher : New Riders; 1st edition (February 7, 2023)
Language : English
Paperback : 304 pages
ISBN-10 : 013795073X
ISBN-13 : 978-0137950737
Item Weight : 1.08 pounds
Dimensions : 6.9 x 0.59 x 9.13 inches",Na,Na,Na,Na
361,361,SQL Cookbook: Query Solutions and Techniques for All SQL Users,Anthony Molinaro,4.6 out of 5,142 ratings,$53.56,$26.79,Databases & Big Data,"Publisher : O'Reilly Media; 2nd edition (November 24, 2020)
Language : English
Paperback : 570 pages
ISBN-10 : 1492077445
ISBN-13 : 978-1492077442
Item Weight : 2.05 pounds
Dimensions : 7 x 1.3 x 9.2 inches",,Na,Na,Na
362,362,Network+ Guide to Networks,Jill West,4.6 out of 5,452 ratings,$54.88,Na,Networking & Cloud Computing,"Publisher : Cengage Learning; 8th edition (March 2, 2018)
Language : English
Paperback : 816 pages
ISBN-10 : 133756933X
ISBN-13 : 978-1337569330
Item Weight : 2.77 pounds
Dimensions : 7.25 x 1.25 x 9 inches",,Na,Na,Na
363,363,Shelly Cashman Series Microsoft Office 365 & Excel 2019 Comprehensive (MindTap Course List),Steven M. Freund,4.6 out of 5,112 ratings,$127.91,$83.60,Software,"Publisher : Cengage Learning; 1st edition (July 8, 2019)
Language : English
Paperback : 976 pages
ISBN-10 : 0357026403
ISBN-13 : 978-0357026403
Lexile measure : 1150L
Item Weight : 3.55 pounds
Dimensions : 8.5 x 1.25 x 10.75 inches",,Na,Na,Na
364,364,CCNP Enterprise Advanced Routing ENARSI 300-410 Official Cert Guide,Raymond Lacoste,4.6 out of 5,134 ratings,$69.99,Na,Certification,"Publisher : Cisco Press; 1st edition (March 19, 2020)
Language : English
Hardcover : 1100 pages
ISBN-10 : 1587145251
ISBN-13 : 978-1587145254
Item Weight : 4.17 pounds
Dimensions : 7.95 x 2.25 x 9.5 inches",,Na,Na,Part of: Official Cert Guide (24 books)
365,365,Hands-On Visual Studio 2022: A developer's guide to exploring new features and best practices in VS2022 for maximum productivity,Miguel Angel Teheran Garcia,4.5 out of 5,19 ratings,$39.99,Na,Programming,"Publisher : Packt Publishing (June 30, 2022)
Language : English
Paperback : 350 pages
ISBN-10 : 1801810540
ISBN-13 : 978-1801810548
Item Weight : 1.33 pounds
Dimensions : 7.5 x 0.79 x 9.25 inches",Na,Na,Na,Na
366,366,CEH v11 Certified Ethical Hacker Study Guide,Ric Messier,4.4 out of 5,86 ratings,$35.49,Na,Certification,"Publisher : Sybex; 1st edition (August 3, 2021)
Language : English
Paperback : 704 pages
ISBN-10 : 1119800285
ISBN-13 : 978-1119800286
Item Weight : 2.5 pounds
Dimensions : 7.3 x 1.5 x 9.2 inches",Na,Na,Na,Na
367,367,Interaction Design: Beyond Human-Computer Interaction,Helen Sharp,4.5 out of 5,192 ratings,$56.48,$28.24,Web Development & Design,"Publisher : Wiley; 5th edition (May 29, 2019)
Language : English
Paperback : 656 pages
ISBN-10 : 1119547253
ISBN-13 : 978-1119547259
Item Weight : 2.75 pounds
Dimensions : 7.4 x 1.2 x 9.1 inches",,Na,Na,Na
368,368,Org Design for Design Orgs: Building and Managing In-House Design Teams,Peter Merholz,4.6 out of 5,206 ratings,$23.49,Na,Decorative Arts & Design,"ASIN : 1491938404
Publisher : O'Reilly Media; 1st edition (September 13, 2016)
Language : English
Paperback : 198 pages
ISBN-10 : 9781491938409
ISBN-13 : 978-1491938409
Item Weight : 10.2 ounces
Dimensions : 5.9 x 0.4 x 8.8 inches",Na,Na,Na,Na
