,item_code,item_name,bedroom,bathroom,area,direction,address,details_property,total_price,unit_price,gross_unit_price,payment,utility
323,402796,BÁN CĂN HỘ 2 PHÒNG NGỦ CHUNG CƯ PHỐ ĐÔNG - HOA SEN APARTMENT PHƯỜNG PHƯỚC LONG B QUẬN 9 ,2,2,63.7 m²,Đ.Nam,"Đ.D31, P.Phước Long B, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n8 m\nChiều rộng\n7.8 m\nDiện tích đất\n63.7 m²\nDiện tích sử dụng\n63.7 m²\nHướng\nĐ.Nam\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng'],"1,82 tỷ",Na,"28,5 triệu/m²","18,79 triệu/tháng",Na
324,391189,Bán căn hộ 2 phòng ngủ 55m2 chung cư Heaven Riverview (Mỹ Phúc) Phường 16 - Quận 8 ,2,1,55 m²,Đông,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n55 m²\nHướng\nĐông\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,82 tỷ",Na,33 triệu/m²,"18,79 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
325,404365,"Bán Căn Hộ Chung Cư 78 Kinh Dương Vương, Phường 13, Quận 6",1,1,70.8 m²,Không xác định,"Đ.Kinh Dương Vương, P.13, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n70.8 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,82 tỷ",Na,"25,7 triệu/m²","18,79 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Thiết kế thông thoáng"
326,407942,"BÁN CĂN HỘ CHUNG CƯ INVESTO ĐỒNG DIỀU, 2PN, P. 4, Q. 8 - GẦN NGAY CHỢ TẠ QUANG BỬU",2,1,65.3 m²,Đông,"Đ.Tạ Quang Bửu, P.4, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n65.3 m²\nHướng\nĐông\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,82 tỷ",Na,"27,8 triệu/m²","18,79 triệu/tháng",Na
327,400257,"Bán nhà riêng Quận 6 - Sổ hồng chính chủ - Pháp lý minh bạch, rõ ràng",1,1,13.1 m²,Đông,"Đ.Văn Thân, P.8, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n5.72 m\nChiều rộng\n2.67 m\nDiện tích đất\n13.1 m²\nDiện tích sử dụng\n26.2 m²\nHướng\nĐông\nĐộ rộng hẻm\n1.3 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,82 tỷ","131,5 triệu/m²","138,9 triệu/m²","18,79 triệu/tháng",Na
328,326780,Bán căn hộ chung cư Conic Skyway Residence tầng cao xã Phong Phú huyện Bình Chánh - Sổ hồng riêng chính chủ,2,2,69.5 m²,T.Nam,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n69.5 m²\nHướng\nT.Nam\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,84 tỷ",Na,"26,4 triệu/m²","18,99 triệu/tháng","Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
329,402065,"Bán căn hộ thiết kế sang trọng I-Home quận Gò Vấp - View đẹp , thoáng mát",2,2,63.2 m²,Đ.Nam,"Đ.Phạm Văn Chiêu, P.14, Q.Gò Vấp, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n63.2 m²\nHướng\nĐ.Nam\nHiện trạng nhà\nĐang ở\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"29,2 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
330,336616,"Cần bán căn hộ cao cấp Nhất Lan 2, tầng cao, nhiều tiện ích",2,2,72.4 m²,Không xác định,"Đ.Số 54, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n72.4 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"25,5 triệu/m²","19,1 triệu/tháng",Na
331,411360,Bán căn hộ Officetel Quận Bình Thạnh - Chung cư The Manor - Tầng cao view đẹp,Na,1,35.58 m²,Không xác định,"Đ.Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng tắm\n1\nDiện tích sử dụng\n35.58 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"51,9 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
332,397165,"Bán nhà hẻm Trần Bình Trọng, phường 5, Quận Bình Thạnh",2,1,10.1 m²,T.Nam,"Đ.Trần Bình Trọng, P.5, Q.Bình Thạnh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nChiều dài\n4.17 m\nChiều rộng\n2.41 m\nDiện tích đất\n10.1 m²\nDiện tích sử dụng\n30 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 2 lầu'],"1,85 tỷ","170,5 triệu/m²","183,1 triệu/m²","19,1 triệu/tháng",Na
333,391783,Bán Căn Hộ Chung Cư Trung Tâm Quận 5 - Gần chợ Kim Biên,2,1,37.07 m²,Nam,"Đ.Trang Tử, P.14, Q.5, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n37.07 m²\nHướng\nNam\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"49,9 triệu/m²","19,1 triệu/tháng",Na
334,366325,Bán căn hộ chung cư C2 Phường 6 quận 4 - Nội thất như hình ,1,1,44.2 m²,Không xác định,"Đ.Số 45, P.6, Q.4, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n44.2 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"41,8 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
335,412231,"BÁN NHÀ NHỎ, P. SƠN KỲ, Q. TÂN PHÚ",1,2,14.5 m²,Bắc,"Đ.Lê Trọng Tấn, P.Sơn Kỳ, Q.Tân Phú, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n2\nChiều dài\n2.5 m\nChiều rộng\n5.8 m\nDiện tích đất\n14.5 m²\nDiện tích sử dụng\n21.6 m²\nHướng\nBắc\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ",122 triệu/m²,"127,5 triệu/m²","19,1 triệu/tháng",Na
336,396720,Bán căn hộ cao cấp 2PN sang trọng tại chung cư Besco An Sương - Quận 12,2,2,72.6 m²,Không xác định,"Đ.Quốc Lộ 1A, P.Trung Mỹ Tây, Q.12, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n72.6 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"25,4 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
337,418064,Bán căn hộ Quận 6 - Chung cư 78 Kinh Dương Vương - Đã có sổ hồng - Tầng trung view thoáng,2,1,76.9 m²,Bắc,"Đ.Số 10, P.13, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n76.9 m²\nHướng\nBắc\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,24 triệu/m²,"19,1 triệu/tháng","Gần chợ, siêu thị
Gần công viên, trung tâm
Gần trường học
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng"
338,398564,"Bán Căn Hộ Tầng 4 Chung Cư 78 Kinh Dương Vương, Phường 13, Quận 6",2,1,76.9 m²,Không xác định,"Đ.Kinh Dương Vương, P.13, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n76.9 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,24 triệu/m²,"19,1 triệu/tháng",Na
339,410112,Bán nhà hẻm an ninh Phường Đông Hưng Thuận Quận 12,Na,1,22.3 m²,T.Bắc,"Đ.QL1A, P.Đông Hưng Thuận, Q.12, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng tắm\n1\nChiều dài\n7.3 m\nChiều rộng\n3.1 m\nDiện tích đất\n22.3 m²\nDiện tích sử dụng\n42.6 m²\nHướng\nT.Bắc\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","75,8 triệu/m²","82,9 triệu/m²","19,1 triệu/tháng",Na
340,380216,"Bán Căn Hộ Sài Gòn Mới, Đường Huỳnh Tấn Phát, Huyện Nhà B",3,2,93.2 m²,Không xác định,"Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n3\nPhòng tắm\n2\nDiện tích sử dụng\n93.2 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"19,8 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
341,413716,"Bán nhà riêng phường Bình Hưng Hòa, quận Bình Tân",1,1,16 m²,Đ.Nam,"Đ.Số 9, P.Bình Hưng Hòa, Q.Bình Tân, Hồ Chí Minh","['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n4 m\nChiều rộng\n4 m\nDiện tích đất\n16 m²\nDiện tích sử dụng\n40 m²\nHướng\nĐ.Nam\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ đỏ\nKết cấu nhà\n1 trệt, 1 lửng + 1 lầu']","1,85 tỷ",105 triệu/m²,"115,6 triệu/m²","19,1 triệu/tháng",Na
342,417780,Bán nhà nhỏ xinh Quận 6 - Cách đường chính chỉ 200m - Thuận tiện cho gia đình trẻ,2,2,15.2 m²,T.Nam,"Đ.Bà Hom, P.13, Q.6, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nChiều dài\n4.58 m\nChiều rộng\n4.43 m\nDiện tích đất\n15.2 m²\nDiện tích sử dụng\n30.4 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n3 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","114,9 triệu/m²","121,7 triệu/m²","19,1 triệu/tháng",Na
343,276948,Bán Căn Nhà Hẻm Hồ Thị Kỷ - Phường 1 Quận 10,2,3,10 m²,T.Nam,"Đ.Hồ Thị Kỷ, P.1, Q.10, Hồ Chí Minh","['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n3\nChiều dài\n3.8 m\nChiều rộng\n3.35 m\nDiện tích đất\n10 m²\nDiện tích sử dụng\n20 m²\nHướng\nT.Nam\nĐộ rộng hẻm\n1 m\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt, 1 lửng + 1 lầu']","1,85 tỷ","176,5 triệu/m²",185 triệu/m²,"19,1 triệu/tháng","Gần chợ, siêu thị"
344,328322,BÁN NHÀ HẺM PHƯỜNG 5 QUẬN PHÚ NHUẬN,1,2,9.5 m²,Đ.Bắc,"Đ.Thích Quảng Đức, P.5, Q.Phú Nhuận, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n2\nChiều dài\n3.8 m\nChiều rộng\n2.7 m\nDiện tích đất\n9.5 m²\nDiện tích sử dụng\n15.8 m²\nHướng\nĐ.Bắc\nĐộ rộng hẻm\n2.25 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","189,1 triệu/m²","194,7 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Di chuyển thuận tiện ra trung tâm"
345,364821,Bán nhà hẻm Phường 3 Quận 8 - Sổ hồng riêng chính chủ,1,2,14.5 m²,Nam,"Đ.Phạm Thế Hiển, P.3, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n2\nChiều dài\n4.94 m\nChiều rộng\n3.87 m\nDiện tích đất\n14.5 m²\nDiện tích sử dụng\n26 m²\nHướng\nNam\nĐộ rộng hẻm\n1.5 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","120,9 triệu/m²","127,5 triệu/m²","19,1 triệu/tháng",Na
346,359507,Bán căn hộ cao cấp 2PN tại chung cư Conic Đình Khiêm - Bình Chánh.,2,2,66.6 m²,Không xác định,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n66.6 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"27,7 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
347,413935,Bán căn hộ 2 phòng ngủ chung cư Đạt Gia quận Thủ Đức,2,2,60.45 m²,Không xác định,"Đ.Cây Keo, P.Tam Phú, Q.Thủ Đức, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n60.45 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"30,6 triệu/m²","19,1 triệu/tháng",Na
348,409200,Bán căn hộ đầy đủ nội thất Green buiding trung tâm thành phố Thủ Đức,2,1,67 m²,Không xác định,"Đ.Nam Hòa, P.Phước Long A, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nDiện tích sử dụng\n67 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"27,6 triệu/m²","19,1 triệu/tháng",Na
349,396646,Bán căn góc Officetel 32m2 tại chung cư SaiGon Mia - Bình Chánh,1,1,32 m²,Không xác định,"Đ.Số 9A, X.Bình Hưng, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n32 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"57,8 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Sân để xe rộng rãi"
350,381606,Bán nhà riêng Quận Gò Vấp - Nhà nát phù hợp mua để ở hoặc đầu tư.,1,1,15 m²,Đ.Bắc,"Đ.Nguyễn Văn Nghi, P.4, Q.Gò Vấp, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n5.67 m\nChiều rộng\n2.66 m\nDiện tích đất\n15 m²\nDiện tích sử dụng\n26.5 m²\nHướng\nĐ.Bắc\nĐộ rộng hẻm\n12.37 m\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ đỏ\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","117,3 triệu/m²","123,3 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm"
351,408551,"Chính chủ bán gấp căn hộ 2 phòng ngủ, thuộc chung cư 4S Linh Đông, Thành Phố Thủ Đức",2,2,55.8 m²,T.Bắc,"Đ.Số 30, P.Linh Đông, Q.Thủ Đức, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích đất\n58.8 m²\nDiện tích sử dụng\n55.8 m²\nHướng\nT.Bắc\nHiện trạng nhà\nĐang ở\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"33,1 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
352,296472,Bán nhà riêng Phường 15 Quận 8,2,1,55.9 m²,Nam,"Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n1\nChiều dài\n10.27 m\nChiều rộng\n3 m\nDiện tích đất\n55.9 m²\nDiện tích sử dụng\n37.3 m²\nHướng\nNam\nĐộ rộng hẻm\n2 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","30,6 triệu/m²",33 triệu/m²,"19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Hẻm thông
Gần mặt tiền đường"
353,403617,"Bán nhà hẻm quận 4 - Nhà hẻm, khu dân cư an ninh",1,1,12.8 m²,Nam,"Đ.Tôn Thất Thuyết, P.16, Q.4, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n3.29 m\nChiều rộng\n3.8 m\nDiện tích đất\n12.8 m²\nDiện tích sử dụng\n25.6 m²\nHướng\nNam\nĐộ rộng hẻm\n2.49 m\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","137,1 triệu/m²","144,5 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học"
354,388495,"Bán căn hộ offitcetel Sunrise Cityview 39m2, 1pn- Phường Tân Hưng - Quận 7",1,1,39 m²,Không xác định,"Đ.Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n39 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"47,4 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường"
355,385901,"Bán Căn Hộ Sài Gòn Mới 3PN, 93m2 -  Đường Huỳnh Tấn Phát Huyện Nhà Bè - Khu dân cư tri thức, an ninh, yên tĩnh",3,2,93.2 m²,Không xác định,"Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n3\nPhòng tắm\n2\nDiện tích sử dụng\n93.2 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"19,8 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh
Sân để xe rộng rãi"
356,405077,"Bán Căn Hộ Tầng Trung Terra Rosa KDC 13E, Xã Phong Phú, Bình Chánh - Thích Hợp Ở Ngay",2,2,69.1 m²,Không xác định,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n69.1 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"26,7 triệu/m²","19,1 triệu/tháng","Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Khu vực an ninh, yên tĩnh"
357,343113,Bán gấp căn hộ tầng 1 chung cư Nguyễn Công Trứ quận 1,1,1,30 m²,Không xác định,"Đ.Nguyễn Công Trứ, P.Nguyễn Thái Bình, Q.1, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n30 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"61,6 triệu/m²","19,1 triệu/tháng",Na
358,375217,Bán nhà 2 mặt hẻm thông thoáng Phường 5 Quận 8 - Gần chợ Nhị Thiên Đường,1,1,14.4 m²,Đ.Nam,"Đ.Bông Sao, P.5, Q.8, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nChiều dài\n6 m\nChiều rộng\n2.37 m\nDiện tích đất\n14.4 m²\nDiện tích sử dụng\n30 m²\nHướng\nĐ.Nam\nĐộ rộng hẻm\n2.03 m\nHiện trạng nhà\nĐang cho thuê\nGiấy tờ\nSổ hồng\nKết cấu nhà\n1 trệt + 1 lầu'],"1,85 tỷ","120,7 triệu/m²","128,4 triệu/m²","19,1 triệu/tháng",Na
359,366120,Bán Căn Hộ Chung Cư Tân Tạo Vĩnh Tường - Quận Bình Tân,2,2,89 m²,Đ.Bắc,"Đ.Lộ Tẻ, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n89 m²\nHướng\nĐ.Bắc\nHiện trạng nhà\nĐang ở\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"20,7 triệu/m²","19,1 triệu/tháng",Na
360,298924,"Cần bán shop thương mại, chung cư La Astoria, phường Bình Trưng Tây, Quận 2.",Na,2,45.27 m²,Không xác định,"Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng tắm\n2\nDiện tích sử dụng\n45.27 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"40,8 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
361,407860,Bán căn hộ chung cư Vinhome Grand Park Quận 9 - Nhà mới - Vào ở ngay,1,1,47 m²,Không xác định,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n47 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,85 tỷ",Na,"39,3 triệu/m²","19,1 triệu/tháng","Gần chợ, siêu thị
Gần bệnh viện
Gần công viên, trung tâm
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Sân để xe rộng rãi"
362,328153,"Bán Căn góc Conic Đình Khiêm - khu dân cư Conic Phong Phú, Bình Chánh.",2,2,73.1 m²,Không xác định,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n2\nPhòng tắm\n2\nDiện tích sử dụng\n73.1 m²\nHướng\nKhông xác định\nHiện trạng nhà\nĐể trống\nGiấy tờ\nSổ hồng'],"1,85 tỷ",Na,"25,3 triệu/m²","19,1 triệu/tháng",Na
363,258044,"Bán căn Officetel, chung cư The Sun Avenue, phường An Phú, Quận 2.",1,1,31.41 m²,Đ.Nam,"Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",['CHI TIẾT BẤT ĐỘNG SẢN\nPhòng ngủ\n1\nPhòng tắm\n1\nDiện tích sử dụng\n31.41 m²\nHướng\nĐ.Nam\nHiện trạng nhà\nĐể trống\nGiấy tờ\nKhác'],"1,86 tỷ",Na,"59,2 triệu/m²","19,2 triệu/tháng","Gần chợ, siêu thị
Gần trường học
Gần mặt tiền đường
Di chuyển thuận tiện ra trung tâm
Thiết kế thông thoáng
Khu vực an ninh, yên tĩnh"
